line,symbol,name,entry_date,exit_date,ret,cash_before,cash_after,source_variant,line_eval,variant
S,512880,证券ETF,2024-09-25,2024-10-16,0.2403628117913834,9278.039686104821,11508.13539296902,,S,baseline_forced
S,159996,家电ETF,2024-10-17,2024-10-31,0.082797427652733,11508.13539296902,12460.979400586228,,S,baseline_forced
S,159996,家电ETF,2024-11-01,2024-11-15,0.0091324200913243,12460.979400586228,12574.77829922172,,S,baseline_forced
S,159852,软件ETF,2024-11-18,2024-12-02,0.0667506297229219,12574.77829922172,13414.152669320902,,S,baseline_forced
S,159852,软件ETF,2024-12-03,2024-12-17,-0.0406212664277179,13414.152669320902,12869.252799838334,,S,baseline_forced
S,512980,传媒ETF,2024-12-18,2025-01-02,-0.1042654028436018,12869.252799838334,11527.434972367038,,S,baseline_forced
S,159887,银行ETF,2025-01-03,2025-01-17,0.0238500851788756,11527.434972367038,11802.365278351943,,S,baseline_forced
S,162411,华宝油气LOF,2025-01-20,2025-02-11,-0.0258302583025828,11802.365278351943,11497.507134630678,,S,baseline_forced
S,159852,软件ETF,2025-02-12,2025-02-26,0.0334412081984896,11497.507134630678,11881.997664483482,,S,baseline_forced
S,159852,软件ETF,2025-02-27,2025-03-13,-0.0311493018259936,11881.997664483482,11511.881732936736,,S,baseline_forced
S,159663,机床ETF,2025-03-14,2025-03-28,-0.0255102040816326,11511.881732936736,11218.211280565902,,S,baseline_forced
S,518880,黄金ETF,2025-03-31,2025-04-15,0.0446377638334285,11218.211280565902,11718.967146341307,,S,baseline_forced
S,518880,黄金ETF,2025-04-16,2025-04-30,-0.0042649606823936,11718.967146341307,11668.9862122239,,S,baseline_forced
S,518880,黄金ETF,2025-05-06,2025-05-20,-0.0529427220178665,11668.9862122239,11051.198318959812,,S,baseline_forced
S,159663,机床ETF,2025-05-21,2025-06-05,0.0,11051.198318959812,11051.198318959812,,S,baseline_forced
S,159992,创新药ETF,2025-06-06,2025-06-20,-0.0251572327044025,11051.198318959812,10773.180751187238,,S,baseline_forced
S,501018,南方原油LOF,2025-06-23,2025-07-07,-0.1681723419041,10773.180751187238,8961.429714503909,,S,baseline_forced
S,159851,金融科技ETF,2025-07-08,2025-07-22,-0.0047337278106508,8961.429714503909,8919.00874544117,,S,baseline_forced
S,515210,钢铁ETF,2025-07-23,2025-08-06,0.0021291696238465,8919.00874544117,8937.998827936784,,S,baseline_forced
S,159992,创新药ETF,2025-08-07,2025-08-21,0.0332225913621262,8937.998827936784,9234.94231059249,,S,baseline_forced
S,159811,5G50ETF,2025-08-22,2025-09-05,0.0953708867819298,9234.94231059249,10115.68694813366,,S,baseline_forced
S,159811,5G50ETF,2025-09-08,2025-09-22,0.1418812401471361,10115.68694813366,11550.913157275061,,S,baseline_forced
S,159755,电池ETF,2025-09-23,2025-10-15,0.0450901803607213,11550.913157275061,12071.745914867623,,S,baseline_forced
S,161226,白银LOF,2025-10-16,2025-10-30,-0.1085753803596127,12071.745914867623,10761.05151055627,,S,baseline_forced
S,512400,有色金属ETF,2025-10-31,2025-11-14,0.0091743119266054,10761.05151055627,10859.776753772381,,S,baseline_forced
S,515790,光伏ETF,2025-11-17,2025-12-01,-0.0689320388349514,10859.776753772381,10111.190200842442,,S,baseline_forced
S,161226,白银LOF,2025-12-02,2025-12-16,0.2590062111801241,10111.190200842442,12730.05126528424,,S,baseline_forced
S,161226,白银LOF,2025-12-17,2025-12-31,0.009869896814715,12730.05126528424,12855.695557718629,,S,baseline_forced
S,512660,军工ETF,2026-01-05,2026-01-19,0.0845771144278606,12855.695557718629,13942.993191953537,,S,baseline_forced
S,512400,有色金属ETF,2026-01-20,2026-02-03,0.0297619047619046,13942.993191953537,14357.963227428343,,S,baseline_forced
S,512980,传媒ETF,2026-02-04,2026-02-26,-0.0253164556962025,14357.963227428343,13994.470487493449,,S,baseline_forced
S,159663,机床ETF,2026-02-27,2026-03-13,-0.0287179487179487,13994.470487493449,13592.578001698765,,S,baseline_forced
S,159930,能源ETF,2026-03-16,2026-03-30,-0.0217028380634389,13592.578001698765,13297.580482463234,,S,baseline_forced
S,159611,电力ETF,2026-03-31,2026-04-15,-0.0099728014505892,13297.580482463234,13164.966352538398,,S,baseline_forced
S,159811,5G50ETF,2026-04-16,2026-04-30,0.0588012139605462,13164.966352538398,13939.082355817402,,S,baseline_forced
S,159811,5G50ETF,2026-05-06,2026-05-20,0.1242562128106405,13939.082355817402,15671.099939406893,,S,baseline_forced
S,159813,半导体ETF鹏华,2026-05-21,2026-06-04,0.0240506329113925,15671.099939406893,16047.999811367314,,S,baseline_forced
S,159811,5G50ETF,2026-06-05,2026-06-22,0.1256830601092897,16047.999811367314,18064.961536293264,,S,baseline_forced
S,159811,5G50ETF,2026-06-23,2026-07-07,-0.0874666666666665,18064.961536293264,16484.87956725215,,S,baseline_forced
S,588000,科创50ETF,2026-07-08,2026-07-22,-0.0885780885780885,16484.87956725215,15024.680444744967,,S,baseline_forced
S,162411,华宝油气LOF,2026-07-23,2026-08-06,-0.0803382663847779,15024.680444744967,13817.623664828881,,S,baseline_forced
S,159766,旅游ETF,2023-01-04,2023-01-18,0.0026929982046677,10000.0,10026.929982046677,,S,roll_q_profit_keep70
S,159852,软件ETF,2023-01-19,2023-02-09,0.0534351145038167,10026.929982046677,10562.720133759094,,S,roll_q_profit_keep70
S,159851,金融科技ETF,2023-02-10,2023-02-24,-0.0347222222222221,10562.720133759094,10195.959018003572,,S,roll_q_profit_keep70
S,512980,传媒ETF,2023-02-27,2023-03-13,0.0542986425339364,10195.959018003572,10749.585752012814,,S,roll_q_profit_keep70
S,516970,基建ETF,2023-03-14,2023-03-28,0.002454991816694,10749.585752012814,10775.975897066857,,S,roll_q_profit_keep70
S,512980,传媒ETF,2023-03-29,2023-04-13,0.1414392059553348,10775.975897066857,12300.12137134182,,S,roll_q_profit_keep70
S,512980,传媒ETF,2023-04-14,2023-04-28,0.0701559020044542,12300.12137134182,13163.04748091257,,S,roll_q_profit_keep70
S,516970,基建ETF,2023-05-04,2023-05-18,-0.0868628858578607,13163.04748091257,12019.66719003646,,S,roll_q_profit_keep70
S,159887,银行ETF,2023-05-19,2023-06-02,-0.029443838604144,12019.66719003646,11665.762049217501,,S,roll_q_profit_keep70
S,159811,5G50ETF,2023-06-05,2023-06-19,0.1004784688995215,11665.762049217501,12837.91995846902,,S,roll_q_profit_keep70
S,512980,传媒ETF,2023-06-20,2023-07-06,-0.1570166830225711,12837.91995846902,10822.15234968095,,S,roll_q_profit_keep70
S,159811,5G50ETF,2023-07-07,2023-07-21,-0.0182648401826484,10822.15234968095,10624.487466581753,,S,roll_q_profit_keep70
S,162411,华宝油气LOF,2023-07-24,2023-08-07,0.0601604278074867,10624.487466581753,11263.661177806593,,S,roll_q_profit_keep70
S,162411,华宝油气LOF,2023-08-08,2023-08-22,0.0368956743002544,11263.661177806593,11679.241552051364,,S,roll_q_profit_keep70
S,162411,华宝油气LOF,2023-08-23,2023-09-06,0.0372208436724563,11679.241552051364,12113.952776073125,,S,roll_q_profit_keep70
S,501018,南方原油LOF,2023-09-07,2023-09-21,-0.0022189349112426,12113.952776073125,12087.072703345153,,S,roll_q_profit_keep70
S,501018,南方原油LOF,2023-09-22,2023-10-16,-0.0160583941605839,12087.072703345153,11892.973725627202,,S,roll_q_profit_keep70
S,159992,创新药ETF,2023-10-17,2023-10-31,0.0197674418604651,11892.973725627202,12128.067392296578,,S,roll_q_profit_keep70
S,159992,创新药ETF,2023-11-01,2023-11-15,0.0137772675086107,12128.067392296578,12295.159021122707,,S,roll_q_profit_keep70
S,159813,半导体ETF鹏华,2023-11-16,2023-11-30,-0.0234375000000001,12295.159021122707,12006.991231565142,,S,roll_q_profit_keep70
S,560080,中药ETF,2023-12-01,2023-12-15,-0.0356550580431176,12006.991231565142,11578.881262280482,,S,roll_q_profit_keep70
S,512980,传媒ETF,2023-12-18,2024-01-02,-0.0924050632911392,11578.881262280482,10508.934006398867,,S,roll_q_profit_keep70
S,159930,能源ETF,2024-01-04,2024-01-18,-0.0282442748091603,10508.934006398867,10212.116786370809,,S,roll_q_profit_keep70
S,159930,能源ETF,2024-01-19,2024-02-02,0.0667196187450358,10212.116786370809,10893.46532493725,,S,roll_q_profit_keep70
S,159887,银行ETF,2024-02-08,2024-03-01,0.0393442622950819,10893.46532493725,11322.060681983961,,S,roll_q_profit_keep70
S,159930,能源ETF,2024-03-04,2024-03-18,-0.0552964690206528,11322.060681983961,10695.990704232685,,S,roll_q_profit_keep70
S,512400,有色金属ETF,2024-03-19,2024-04-02,0.0486381322957198,10695.990704232685,11216.223715138944,,S,roll_q_profit_keep70
S,512400,有色金属ETF,2024-04-03,2024-04-19,-0.0026929982046679,11216.223715138944,11186.018444810921,,S,roll_q_profit_keep70
S,161226,白银LOF,2024-04-22,2024-05-09,-0.0156075808249721,11186.018444810921,11011.431757823906,,S,roll_q_profit_keep70
S,159996,家电ETF,2024-05-10,2024-05-24,-0.0395569620253164,11011.431757823906,10575.852969935302,,S,roll_q_profit_keep70
S,161226,白银LOF,2024-05-27,2024-06-11,-0.0544354838709677,10575.852969935302,10000.151296168662,,S,roll_q_profit_keep70
S,161226,白银LOF,2024-06-12,2024-06-26,-0.0042194092827003,10000.151296168662,9957.956564961201,,S,roll_q_profit_keep70
S,159811,5G50ETF,2024-06-27,2024-07-11,0.0641762452107279,9957.956564961201,10597.02082727193,,S,roll_q_profit_keep70
S,159811,5G50ETF,2024-07-12,2024-07-26,-0.0680580762250455,10597.02082727193,9875.80797605106,,S,roll_q_profit_keep70
S,164701,贵金属LOF,2024-07-30,2024-08-13,0.0145208131655374,9875.80797605106,10019.212738530023,,S,roll_q_profit_keep70
S,511260,十年国债ETF,2024-08-15,2024-08-29,0.0014860376039034,10019.212738530023,10034.101665420987,,S,roll_q_profit_keep70
S,164701,贵金属LOF,2024-08-30,2024-09-13,0.0167597765363127,10034.101665420987,10202.270967076087,,S,roll_q_profit_keep70
S,518880,黄金ETF,2024-09-18,2024-10-09,0.00552683187734,10202.270967076087,10258.657203478184,,S,roll_q_profit_keep70
S,159852,软件ETF,2024-10-10,2024-10-24,0.0550847457627119,10258.657203478184,10823.752727398592,,S,roll_q_profit_keep70
S,159996,家电ETF,2024-10-25,2024-11-08,0.0164056674123789,10823.752727398592,11001.323614798122,,S,roll_q_profit_keep70
S,159852,软件ETF,2024-11-11,2024-11-25,-0.0963455149501661,11001.323614798122,9941.395425996974,,S,roll_q_profit_keep70
S,159852,软件ETF,2024-11-26,2024-12-10,0.080503144654088,9941.395425996974,10741.709020039498,,S,roll_q_profit_keep70
S,512980,传媒ETF,2024-12-11,2024-12-25,-0.0804597701149424,10741.709020039498,9877.433581645517,,S,roll_q_profit_keep70
S,159811,5G50ETF,2024-12-26,2025-01-10,-0.0948737566947206,9877.433581645517,8940.324351252217,,S,roll_q_profit_keep70
S,501018,南方原油LOF,2025-01-13,2025-01-27,-0.0355819125277984,8940.324351252217,8622.210512215814,,S,roll_q_profit_keep70
S,159852,软件ETF,2025-02-07,2025-02-21,0.112372304199773,8622.210512215814,9591.10817476901,,S,roll_q_profit_keep70
S,159852,软件ETF,2025-02-24,2025-03-10,-0.0590030518819938,9591.10817476901,9025.203521527299,,S,roll_q_profit_keep70
S,159663,机床ETF,2025-03-11,2025-03-25,-0.0546357615894039,9025.203521527299,8532.104653629285,,S,roll_q_profit_keep70
S,512400,有色金属ETF,2025-03-26,2025-04-10,-0.0793072014585232,8532.104653629285,7855.447310998704,,S,roll_q_profit_keep70
S,518880,黄金ETF,2025-04-11,2025-04-25,0.0353361748934415,7855.447310998704,8133.028771046369,,S,roll_q_profit_keep70
S,518880,黄金ETF,2025-04-28,2025-05-15,-0.0539852645679839,8133.028771046369,7693.965061102405,,S,roll_q_profit_keep70
S,159663,机床ETF,2025-05-16,2025-05-30,-0.0491228070175436,7693.965061102405,7316.015900206149,,S,roll_q_profit_keep70
S,159992,创新药ETF,2025-06-03,2025-06-17,-0.0087609511889862,7316.015900206149,7251.920642006596,,S,roll_q_profit_keep70
S,501018,南方原油LOF,2025-06-18,2025-07-02,-0.0907715582450833,7251.920642006596,6593.652505061972,,S,roll_q_profit_keep70
S,512400,有色金属ETF,2025-07-03,2025-07-17,-0.0051457975986277,6593.652505061972,6559.722903835239,,S,roll_q_profit_keep70
S,159851,金融科技ETF,2025-07-18,2025-08-01,-0.0141509433962264,6559.722903835239,6466.896636328137,,S,roll_q_profit_keep70
S,159992,创新药ETF,2025-08-04,2025-08-18,0.0306010928961748,6466.896636328137,6664.790741046375,,S,roll_q_profit_keep70
S,159811,5G50ETF,2025-08-19,2025-09-02,0.1599532983070637,6664.790741046375,7730.846002603122,,S,roll_q_profit_keep70
S,159811,5G50ETF,2025-09-03,2025-09-17,0.0446562970396386,7730.846002603122,8076.07695806307,,S,roll_q_profit_keep70
S,159755,电池ETF,2025-09-18,2025-10-10,0.0763747454175152,8076.07695806307,8692.885279707398,,S,roll_q_profit_keep70
S,159755,电池ETF,2025-10-13,2025-10-27,-0.0158434296365329,8692.885279707398,8555.160163439901,,S,roll_q_profit_keep70
S,512400,有色金属ETF,2025-10-28,2025-11-11,0.0213523131672597,8555.160163439901,8737.832622445734,,S,roll_q_profit_keep70
S,515790,光伏ETF,2025-11-12,2025-11-26,-0.0801932367149758,8737.832622445734,8037.117542578106,,S,roll_q_profit_keep70
S,161226,白银LOF,2025-11-27,2025-12-11,0.312330623306233,8037.117542578106,10547.355474236985,,S,roll_q_profit_keep70
S,161226,白银LOF,2025-12-12,2025-12-26,0.2645290581162325,10547.355474236985,13337.437483453983,,S,roll_q_profit_keep70
S,512400,有色金属ETF,2025-12-29,2026-01-14,0.1437699680511184,13337.437483453983,15254.960444333952,,S,roll_q_profit_keep70
S,512980,传媒ETF,2026-01-15,2026-01-29,-0.0214455917394756,15254.960444333952,14927.808790642917,,S,roll_q_profit_keep70
S,512400,有色金属ETF,2026-01-30,2026-02-13,-0.062419837537409,14927.808790642917,13996.01739114148,,S,roll_q_profit_keep70
S,159663,机床ETF,2026-02-26,2026-03-12,0.0281543274244004,13996.01739114148,14390.065847409282,,S,roll_q_profit_keep70
S,159663,机床ETF,2026-03-13,2026-03-27,-0.0844772967265047,14390.065847409282,13174.431984903746,,S,roll_q_profit_keep70
S,159611,电力ETF,2026-03-30,2026-04-14,-0.0397175639894086,13174.431984903746,12651.175639519219,,S,roll_q_profit_keep70
S,159811,5G50ETF,2026-04-15,2026-04-29,0.0945681906994919,12651.175639519219,13847.57442997004,,S,roll_q_profit_keep70
S,159811,5G50ETF,2026-04-30,2026-05-19,0.1397348620566105,13847.57442997004,15782.563332760552,,S,roll_q_profit_keep70
S,159813,半导体ETF鹏华,2026-05-20,2026-06-03,-0.0233415233415231,15782.563332760552,15414.174262339855,,S,roll_q_profit_keep70
S,159811,5G50ETF,2026-06-04,2026-06-18,0.0712108617345526,15414.174262339855,16511.830894487637,,S,roll_q_profit_keep70
S,159811,5G50ETF,2026-06-22,2026-07-06,-0.1244251405212059,16511.830894487637,14457.344015178624,,S,roll_q_profit_keep70
S,588000,科创50ETF,2026-07-07,2026-07-21,-0.0517403574788334,14457.344015178624,13709.315867638808,,S,roll_q_profit_keep70
S,162411,华宝油气LOF,2026-07-22,2026-08-05,-0.0406852248394005,13709.315867638808,13151.549269169562,,S,roll_q_profit_keep70
S,159766,旅游ETF,2023-01-04,2023-01-18,0.0026929982046677,10000.0,10026.929982046677,,S,roll_q_balanced_keep70
S,159852,软件ETF,2023-01-19,2023-02-09,0.0534351145038167,10026.929982046677,10562.720133759094,,S,roll_q_balanced_keep70
S,159851,金融科技ETF,2023-02-10,2023-02-24,-0.0347222222222221,10562.720133759094,10195.959018003572,,S,roll_q_balanced_keep70
S,512980,传媒ETF,2023-02-27,2023-03-13,0.0542986425339364,10195.959018003572,10749.585752012814,,S,roll_q_balanced_keep70
S,516970,基建ETF,2023-03-14,2023-03-28,0.002454991816694,10749.585752012814,10775.975897066857,,S,roll_q_balanced_keep70
S,512980,传媒ETF,2023-03-29,2023-04-13,0.1414392059553348,10775.975897066857,12300.12137134182,,S,roll_q_balanced_keep70
S,512980,传媒ETF,2023-04-14,2023-04-28,0.0701559020044542,12300.12137134182,13163.04748091257,,S,roll_q_balanced_keep70
S,516970,基建ETF,2023-05-04,2023-05-18,-0.0868628858578607,13163.04748091257,12019.66719003646,,S,roll_q_balanced_keep70
S,159887,银行ETF,2023-05-19,2023-06-02,-0.029443838604144,12019.66719003646,11665.762049217501,,S,roll_q_balanced_keep70
S,159811,5G50ETF,2023-06-05,2023-06-19,0.1004784688995215,11665.762049217501,12837.91995846902,,S,roll_q_balanced_keep70
S,512980,传媒ETF,2023-06-20,2023-07-06,-0.1570166830225711,12837.91995846902,10822.15234968095,,S,roll_q_balanced_keep70
S,159811,5G50ETF,2023-07-07,2023-07-21,-0.0182648401826484,10822.15234968095,10624.487466581753,,S,roll_q_balanced_keep70
S,162411,华宝油气LOF,2023-07-24,2023-08-07,0.0601604278074867,10624.487466581753,11263.661177806593,,S,roll_q_balanced_keep70
S,162411,华宝油气LOF,2023-08-08,2023-08-22,0.0368956743002544,11263.661177806593,11679.241552051364,,S,roll_q_balanced_keep70
S,162411,华宝油气LOF,2023-08-23,2023-09-06,0.0372208436724563,11679.241552051364,12113.952776073125,,S,roll_q_balanced_keep70
S,501018,南方原油LOF,2023-09-07,2023-09-21,-0.0022189349112426,12113.952776073125,12087.072703345153,,S,roll_q_balanced_keep70
S,501018,南方原油LOF,2023-09-22,2023-10-16,-0.0160583941605839,12087.072703345153,11892.973725627202,,S,roll_q_balanced_keep70
S,159992,创新药ETF,2023-10-17,2023-10-31,0.0197674418604651,11892.973725627202,12128.067392296578,,S,roll_q_balanced_keep70
S,159992,创新药ETF,2023-11-01,2023-11-15,0.0137772675086107,12128.067392296578,12295.159021122707,,S,roll_q_balanced_keep70
S,159813,半导体ETF鹏华,2023-11-16,2023-11-30,-0.0234375000000001,12295.159021122707,12006.991231565142,,S,roll_q_balanced_keep70
S,560080,中药ETF,2023-12-01,2023-12-15,-0.0356550580431176,12006.991231565142,11578.881262280482,,S,roll_q_balanced_keep70
S,512980,传媒ETF,2023-12-18,2024-01-02,-0.0924050632911392,11578.881262280482,10508.934006398867,,S,roll_q_balanced_keep70
S,159611,电力ETF,2024-01-03,2024-01-17,-0.0244988864142539,10508.934006398867,10251.476825841211,,S,roll_q_balanced_keep70
S,159930,能源ETF,2024-01-18,2024-02-01,0.0471327572663,10251.476825841211,10734.657194694686,,S,roll_q_balanced_keep70
S,159887,银行ETF,2024-02-02,2024-02-26,0.0428571428571427,10734.657194694686,11194.713931610171,,S,roll_q_balanced_keep70
S,159930,能源ETF,2024-02-27,2024-03-12,-0.0184931506849314,11194.713931610171,10987.688399998204,,S,roll_q_balanced_keep70
S,512400,有色金属ETF,2024-03-15,2024-03-29,0.0135527589545014,10987.688399998204,11136.60189235055,,S,roll_q_balanced_keep70
S,162411,华宝油气LOF,2024-04-01,2024-04-17,-0.0498866213151928,11136.60189235055,10581.0344510088,,S,roll_q_balanced_keep70
S,161226,白银LOF,2024-04-18,2024-05-07,-0.0478260869565217,10581.0344510088,10074.984977264901,,S,roll_q_balanced_keep70
S,159996,家电ETF,2024-05-08,2024-05-22,-0.0080645161290322,10074.984977264901,9993.735098415991,,S,roll_q_balanced_keep70
S,161226,白银LOF,2024-05-23,2024-06-06,0.0061601642710471,9993.735098415991,10055.298148303564,,S,roll_q_balanced_keep70
S,161226,白银LOF,2024-06-07,2024-06-24,-0.0429141716566866,10055.298148303564,9623.7833575081,,S,roll_q_balanced_keep70
S,501018,南方原油LOF,2024-06-26,2024-07-10,-0.0007616146230007,9623.7833575081,9616.453743374432,,S,roll_q_balanced_keep70
S,159811,5G50ETF,2024-07-11,2024-07-25,-0.0774077407740775,9616.453743374432,8872.065784841396,,S,roll_q_balanced_keep70
S,159611,电力ETF,2024-07-26,2024-08-09,-0.0418648905803996,8872.065784841396,8500.637721536905,,S,roll_q_balanced_keep70
S,511260,十年国债ETF,2024-08-12,2024-08-26,0.0088593134631207,8500.637721536905,8575.947535748428,,S,roll_q_balanced_keep70
S,164701,贵金属LOF,2024-08-27,2024-09-10,-0.0157553290083409,8575.947535748428,8440.83066076444,,S,roll_q_balanced_keep70
S,164701,贵金属LOF,2024-09-11,2024-09-27,0.0420168067226891,8440.83066076444,8795.487411216729,,S,roll_q_balanced_keep70
S,159768,房地产ETF,2024-09-30,2024-10-21,-0.0913107511045656,8795.487411216729,7992.364849367777,,S,roll_q_balanced_keep70
S,159996,家电ETF,2024-10-22,2024-11-05,0.0029761904761904,7992.364849367777,8016.151649514705,,S,roll_q_balanced_keep70
S,164701,贵金属LOF,2024-11-06,2024-11-20,-0.0259291270527225,8016.151649514705,7808.299834920547,,S,roll_q_balanced_keep70
S,159852,软件ETF,2024-11-21,2024-12-05,0.0,7808.299834920547,7808.299834920547,,S,roll_q_balanced_keep70
S,512980,传媒ETF,2024-12-06,2024-12-20,-0.0339366515837104,7808.299834920547,7543.312283961705,,S,roll_q_balanced_keep70
S,512980,传媒ETF,2024-12-23,2025-01-07,-0.0949445129469791,7543.312283961705,6827.116173153996,,S,roll_q_balanced_keep70
S,501018,南方原油LOF,2025-01-13,2025-01-27,-0.0355819125277984,6827.116173153996,6584.194322663712,,S,roll_q_balanced_keep70
S,159852,软件ETF,2025-02-07,2025-02-21,0.112372304199773,6584.194322663712,7324.075410000498,,S,roll_q_balanced_keep70
S,159852,软件ETF,2025-02-24,2025-03-10,-0.0590030518819938,7324.075410000498,6891.932608596603,,S,roll_q_balanced_keep70
S,159663,机床ETF,2025-03-11,2025-03-25,-0.0546357615894039,6891.932608596603,6515.386621703081,,S,roll_q_balanced_keep70
S,512400,有色金属ETF,2025-03-26,2025-04-10,-0.0793072014585232,6515.386621703081,5998.669542315508,,S,roll_q_balanced_keep70
S,518880,黄金ETF,2025-04-11,2025-04-25,0.0353361748934415,5998.669542315508,6210.639578390729,,S,roll_q_balanced_keep70
S,518880,黄金ETF,2025-04-28,2025-05-15,-0.0539852645679839,6210.639578390729,5875.356557614914,,S,roll_q_balanced_keep70
S,159663,机床ETF,2025-05-16,2025-05-30,-0.0491228070175436,5875.356557614914,5586.742551275937,,S,roll_q_balanced_keep70
S,159992,创新药ETF,2025-06-03,2025-06-17,-0.0087609511889862,5586.742551275937,5537.797372478776,,S,roll_q_balanced_keep70
S,501018,南方原油LOF,2025-06-18,2025-07-02,-0.0907715582450833,5537.797372478776,5035.122875733349,,S,roll_q_balanced_keep70
S,512400,有色金属ETF,2025-07-03,2025-07-17,-0.0051457975986277,5035.122875733349,5009.213152530606,,S,roll_q_balanced_keep70
S,159851,金融科技ETF,2025-07-18,2025-08-01,-0.0141509433962264,5009.213152530606,4938.328060749513,,S,roll_q_balanced_keep70
S,159992,创新药ETF,2025-08-04,2025-08-18,0.0306010928961748,4938.328060749513,5089.446296488295,,S,roll_q_balanced_keep70
S,159811,5G50ETF,2025-08-19,2025-09-02,0.1599532983070637,5089.446296488295,5903.520018168268,,S,roll_q_balanced_keep70
S,159811,5G50ETF,2025-09-03,2025-09-17,0.0446562970396386,5903.520018168268,6167.149361679043,,S,roll_q_balanced_keep70
S,159755,电池ETF,2025-09-18,2025-10-10,0.0763747454175152,6167.149361679043,6638.163824129071,,S,roll_q_balanced_keep70
S,159755,电池ETF,2025-10-13,2025-10-27,-0.0158434296365329,6638.163824129071,6532.992542665705,,S,roll_q_balanced_keep70
S,512400,有色金属ETF,2025-10-28,2025-11-11,0.0213523131672597,6532.992542665705,6672.487045356075,,S,roll_q_balanced_keep70
S,515790,光伏ETF,2025-11-12,2025-11-26,-0.0801932367149758,6672.487045356075,6137.398712250226,,S,roll_q_balanced_keep70
S,161226,白银LOF,2025-11-27,2025-12-11,0.312330623306233,6137.398712250226,8054.296277526211,,S,roll_q_balanced_keep70
S,161226,白银LOF,2025-12-12,2025-12-26,0.2645290581162325,8054.296277526211,10184.891685609298,,S,roll_q_balanced_keep70
S,512400,有色金属ETF,2025-12-29,2026-01-14,0.1437699680511184,10184.891685609298,11649.173237853449,,S,roll_q_balanced_keep70
S,512980,传媒ETF,2026-01-15,2026-01-29,-0.0214455917394756,11649.173237853449,11399.34982449202,,S,roll_q_balanced_keep70
S,512400,有色金属ETF,2026-01-30,2026-02-13,-0.062419837537409,11399.34982449202,10687.804260415136,,S,roll_q_balanced_keep70
S,159663,机床ETF,2026-02-26,2026-03-12,0.0281543274244004,10687.804260415136,10988.712201010767,,S,roll_q_balanced_keep70
S,159663,机床ETF,2026-03-13,2026-03-27,-0.0844772967265047,10988.712201010767,10060.415499763818,,S,roll_q_balanced_keep70
S,159611,电力ETF,2026-03-30,2026-04-14,-0.0397175639894086,10060.415499763818,9660.84030339191,,S,roll_q_balanced_keep70
S,159811,5G50ETF,2026-04-15,2026-04-29,0.0945681906994919,9660.84030339191,10574.448491520414,,S,roll_q_balanced_keep70
S,159811,5G50ETF,2026-04-30,2026-05-19,0.1397348620566105,10574.448491520414,12052.067592807753,,S,roll_q_balanced_keep70
S,159813,半导体ETF鹏华,2026-05-20,2026-06-03,-0.0233415233415231,12052.067592807753,11770.753975776617,,S,roll_q_balanced_keep70
S,159811,5G50ETF,2026-06-04,2026-06-18,0.0712108617345526,11770.753975776617,12608.959509657081,,S,roll_q_balanced_keep70
S,159811,5G50ETF,2026-06-22,2026-07-06,-0.1244251405212059,12608.959509657081,11040.087950841804,,S,roll_q_balanced_keep70
S,588000,科创50ETF,2026-07-07,2026-07-21,-0.0517403574788334,11040.087950841804,10468.869853667487,,S,roll_q_balanced_keep70
S,162411,华宝油气LOF,2026-07-22,2026-08-05,-0.0406852248394005,10468.869853667487,10042.941529856604,,S,roll_q_balanced_keep70
S,159766,旅游ETF,2023-01-04,2023-01-18,0.0026929982046677,10000.0,10026.929982046677,,S,roll_q_win_keep70
S,159852,软件ETF,2023-01-19,2023-02-09,0.0534351145038167,10026.929982046677,10562.720133759094,,S,roll_q_win_keep70
S,159851,金融科技ETF,2023-02-10,2023-02-24,-0.0347222222222221,10562.720133759094,10195.959018003572,,S,roll_q_win_keep70
S,512980,传媒ETF,2023-02-27,2023-03-13,0.0542986425339364,10195.959018003572,10749.585752012814,,S,roll_q_win_keep70
S,516970,基建ETF,2023-03-14,2023-03-28,0.002454991816694,10749.585752012814,10775.975897066857,,S,roll_q_win_keep70
S,512980,传媒ETF,2023-03-29,2023-04-13,0.1414392059553348,10775.975897066857,12300.12137134182,,S,roll_q_win_keep70
S,512980,传媒ETF,2023-04-14,2023-04-28,0.0701559020044542,12300.12137134182,13163.04748091257,,S,roll_q_win_keep70
S,516970,基建ETF,2023-05-04,2023-05-18,-0.0868628858578607,13163.04748091257,12019.66719003646,,S,roll_q_win_keep70
S,159887,银行ETF,2023-05-19,2023-06-02,-0.029443838604144,12019.66719003646,11665.762049217501,,S,roll_q_win_keep70
S,159811,5G50ETF,2023-06-05,2023-06-19,0.1004784688995215,11665.762049217501,12837.91995846902,,S,roll_q_win_keep70
S,512980,传媒ETF,2023-06-20,2023-07-06,-0.1570166830225711,12837.91995846902,10822.15234968095,,S,roll_q_win_keep70
S,159811,5G50ETF,2023-07-07,2023-07-21,-0.0182648401826484,10822.15234968095,10624.487466581753,,S,roll_q_win_keep70
S,162411,华宝油气LOF,2023-07-24,2023-08-07,0.0601604278074867,10624.487466581753,11263.661177806593,,S,roll_q_win_keep70
S,162411,华宝油气LOF,2023-08-08,2023-08-22,0.0368956743002544,11263.661177806593,11679.241552051364,,S,roll_q_win_keep70
S,162411,华宝油气LOF,2023-08-23,2023-09-06,0.0372208436724563,11679.241552051364,12113.952776073125,,S,roll_q_win_keep70
