line,variant,signal_retention,raw_signals,trades,final,total_return,cagr,win_rate,avg_trade,max_drawdown,realized_pnl,open_batches
V,tp0.1_slNone_tr0.1_ts0.15,1.0,373,289,,,,0.8166089965397924,0.05934299971235461,,1715.0126916870486,84.0
V,tp0.15_sl-0.08_trNone_ts0.1,1.0,373,373,,,,0.3941018766756032,0.0037192594822435536,,138.72837868768465,0.0
V,tp0.15_sl-0.08_tr0.06_ts0.1,1.0,373,373,,,,0.41823056300268097,-0.005369385753228311,,-200.2780885954159,0.0
V,tp0.15_sl-0.08_tr0.1_ts0.15,1.0,373,373,,,,0.3941018766756032,0.0037192594822435536,,138.72837868768465,0.0
V,tp0.15_sl-0.12_trNone_ts0.1,1.0,373,364,,,,0.4532967032967033,-0.0021513625205426467,,-78.30959574775221,9.0
V,tp0.15_sl-0.12_tr0.06_ts0.1,1.0,373,364,,,,0.47802197802197804,-0.010278857461835666,,-374.1504116108183,9.0
V,tp0.15_sl-0.12_tr0.1_ts0.15,1.0,373,364,,,,0.4532967032967033,-0.0021513625205426467,,-78.30959574775221,9.0
V,tp0.15_slNone_trNone_ts0.1,1.0,373,280,,,,0.8107142857142857,0.09597508672914336,,2687.3024284160138,93.0
V,tp0.15_slNone_tr0.06_ts0.1,1.0,373,289,,,,0.8062283737024222,0.07260191920325501,,2098.1954649740696,84.0
V,tp0.15_slNone_tr0.1_ts0.15,1.0,373,280,,,,0.8107142857142857,0.09597508672914336,,2687.3024284160138,93.0
V,tp0.2_sl-0.08_trNone_ts0.1,1.0,373,371,,,,0.3288409703504043,0.0005881158875089746,,21.819099426582966,2.0
V,tp0.2_sl-0.08_tr0.06_ts0.1,1.0,373,373,,,,0.41823056300268097,-0.013770589212706751,,-513.6429776339617,0.0
V,tp0.2_sl-0.08_tr0.1_ts0.15,1.0,373,373,,,,0.3941018766756032,-0.005345975621829006,,-199.4048906942221,0.0
V,tp0.2_sl-0.12_trNone_ts0.1,1.0,373,362,,,,0.39226519337016574,-0.005511554268830865,,-199.51826453167712,11.0
V,tp0.2_sl-0.12_tr0.06_ts0.1,1.0,373,364,,,,0.47802197802197804,-0.018821620513451882,,-685.1069866896486,9.0
V,tp0.2_sl-0.12_tr0.1_ts0.15,1.0,373,364,,,,0.4532967032967033,-0.011498549081016619,,-418.5471865490049,9.0
V,tp0.2_slNone_trNone_ts0.1,1.0,373,266,,,,0.8007518796992481,0.11854136671463174,,3153.2003546092046,107.0
V,tp0.2_slNone_tr0.06_ts0.1,1.0,373,289,,,,0.8062283737024222,0.05847569302862912,,1689.9475285273818,84.0
V,tp0.2_slNone_tr0.1_ts0.15,1.0,373,280,,,,0.8107142857142857,0.08095432158047171,,2266.721004253208,93.0
V,tpNone_sl-0.08_trNone_ts0.1,1.0,373,360,,,,0.16111111111111112,-0.03080246783486795,,-1108.8888420552462,13.0
V,tpNone_sl-0.08_tr0.06_ts0.1,1.0,373,373,,,,0.41823056300268097,-0.01975557942330435,,-736.8831124892522,0.0
V,tpNone_sl-0.08_tr0.1_ts0.15,1.0,373,373,,,,0.3941018766756032,-0.01899851838119258,,-708.6447356184832,0.0
V,tpNone_sl-0.12_trNone_ts0.1,1.0,373,351,,,,0.24786324786324787,-0.0345821466379631,,-1213.8333469925049,22.0
V,tpNone_sl-0.12_tr0.06_ts0.1,1.0,373,364,,,,0.47802197802197804,-0.02519431662185001,,-917.0731250353404,9.0
V,tpNone_sl-0.12_tr0.1_ts0.15,1.0,373,364,,,,0.4532967032967033,-0.025728380081419436,,-936.5130349636675,9.0
