period,qvix_weight,entry_threshold,max_hold,greed_threshold,max_positions,ranking,initial_capital,final_value,net_profit,total_return,cagr,accepted_trades,closed_trades,win_rate,avg_net_return,open_positions,cash,open_mark_value,as_of,fee_rule
all,0.4,40,60,70.0,1,fear,10000.0,9994.000000000004,-5.999999999996362,-0.0005999999999996009,-0.0001079290700244373,12,12,0.5833333333333334,0.006949268801518721,0,9994.000000000004,0.0,2026-07-31,万三，单边最低5元；100股整数手
validation_plus_shadow,0.4,40,60,70.0,1,fear,10000.0,8574.199999999999,-1425.800000000001,-0.14258000000000015,-0.09402558544947015,4,4,0.5,-0.027347123518404653,0,8574.199999999999,0.0,2026-07-31,万三，单边最低5元；100股整数手
all,0.4,40,60,75.0,1,fear,10000.0,10284.400000000003,284.4000000000033,0.028440000000000243,0.005055938237533697,11,11,0.5454545454545454,0.01093928873388541,0,10284.400000000003,0.0,2026-07-31,万三，单边最低5元；100股整数手
validation_plus_shadow,0.4,40,60,75.0,1,fear,10000.0,8852.899999999998,-1147.1000000000022,-0.1147100000000002,-0.07523072438222855,4,4,0.5,-0.01800297180857246,0,8852.899999999998,0.0,2026-07-31,万三，单边最低5元；100股整数手
all,0.4,40,90,65.0,1,fear,10000.0,8564.499999999998,-1435.5000000000018,-0.14355000000000018,-0.027482786292013173,13,12,0.6666666666666666,0.01592343011625736,1,83.09999999999854,8481.4,2026-07-31,万三，单边最低5元；100股整数手
validation_plus_shadow,0.4,40,90,65.0,1,fear,10000.0,8075.399999999998,-1924.6000000000022,-0.1924600000000002,-0.12821950611643707,4,3,0.6666666666666666,0.028971198326889432,1,83.59999999999854,7991.799999999999,2026-07-31,万三，单边最低5元；100股整数手
all,0.4,40,90,70.0,1,fear,10000.0,13897.100000000002,3897.100000000002,0.3897100000000002,0.06097006441638442,11,11,0.5454545454545454,0.03493282244948241,0,13897.100000000002,0.0,2026-07-31,万三，单边最低5元；100股整数手
validation_plus_shadow,0.4,40,90,70.0,1,fear,10000.0,12785.799999999997,2785.7999999999975,0.27857999999999983,0.17087440551069455,3,3,0.6666666666666666,0.0885690455990178,0,12785.799999999997,0.0,2026-07-31,万三，单边最低5元；100股整数手
all,0.4,40,90,75.0,1,fear,10000.0,13922.5,3922.5,0.39225,0.06131853626134531,10,10,0.5,0.039399118105937395,0,13922.5,0.0,2026-07-31,万三，单边最低5元；100股整数手
validation_plus_shadow,0.4,40,90,75.0,1,fear,10000.0,12907.3,2907.2999999999993,0.29072999999999993,0.17800458192243895,3,3,0.6666666666666666,0.0930279296630554,0,12907.3,0.0,2026-07-31,万三，单边最低5元；100股整数手
all,0.4,45,60,65.0,1,fear,10000.0,9382.400000000001,-617.5999999999985,-0.061759999999999815,-0.01140466735356982,10,9,0.4444444444444444,0.012038424970660069,1,3.400000000001455,9379.0,2026-07-31,万三，单边最低5元；100股整数手
validation_plus_shadow,0.4,45,60,65.0,1,fear,10000.0,9587.0,-413.0,-0.0413,-0.026710907816585028,4,3,0.6666666666666666,0.028971198326889432,1,97.59999999999854,9489.400000000001,2026-07-31,万三，单边最低5元；100股整数手
all,0.4,45,60,70.0,1,fear,10000.0,10622.800000000005,622.8000000000047,0.06228000000000056,0.010929993798777238,10,9,0.4444444444444444,0.02566912722055413,1,29.400000000003274,10593.400000000001,2026-07-31,万三，单边最低5元；100股整数手
validation_plus_shadow,0.4,45,60,70.0,1,fear,10000.0,10167.400000000001,167.40000000000146,0.0167400000000002,0.010713702970142958,4,3,0.6666666666666666,0.050075686138969955,1,15.600000000000364,10151.800000000001,2026-07-31,万三，单边最低5元；100股整数手
all,0.4,45,60,75.0,1,fear,10000.0,10592.500000000004,592.5000000000036,0.05925000000000047,0.010410563338844936,9,8,0.375,0.02871005137578769,1,109.50000000000364,10483.0,2026-07-31,万三，单边最低5元；100股整数手
validation_plus_shadow,0.4,45,60,75.0,1,fear,10000.0,10515.4,515.3999999999996,0.05153999999999992,0.03278594938121682,4,3,0.6666666666666666,0.0625251767245116,1,32.399999999999636,10483.0,2026-07-31,万三，单边最低5元；100股整数手
all,0.4,45,90,65.0,1,fear,10000.0,9382.400000000001,-617.5999999999985,-0.061759999999999815,-0.01140466735356982,10,9,0.4444444444444444,0.012038424970660069,1,3.400000000001455,9379.0,2026-07-31,万三，单边最低5元；100股整数手
validation_plus_shadow,0.4,45,90,65.0,1,fear,10000.0,9587.0,-413.0,-0.0413,-0.026710907816585028,4,3,0.6666666666666666,0.028971198326889432,1,97.59999999999854,9489.400000000001,2026-07-31,万三，单边最低5元；100股整数手
all,0.4,45,90,70.0,1,fear,10000.0,13681.199999999997,3681.199999999997,0.3681199999999998,0.058016147734170076,9,9,0.4444444444444444,0.0403533711720576,0,13681.199999999997,0.0,2026-07-31,万三，单边最低5元；100股整数手
validation_plus_shadow,0.4,45,90,70.0,1,fear,10000.0,12785.799999999997,2785.7999999999975,0.27857999999999983,0.17087440551069455,3,3,0.6666666666666666,0.0885690455990178,0,12785.799999999997,0.0,2026-07-31,万三，单边最低5元；100股整数手
all,0.4,45,90,75.0,1,fear,10000.0,13301.5,3301.5,0.33014999999999994,0.05267172092632233,8,8,0.375,0.042304439675562786,0,13301.5,0.0,2026-07-31,万三，单边最低5元；100股整数手
validation_plus_shadow,0.4,45,90,75.0,1,fear,10000.0,12907.3,2907.2999999999993,0.29072999999999993,0.17800458192243895,3,3,0.6666666666666666,0.0930279296630554,0,12907.3,0.0,2026-07-31,万三，单边最低5元；100股整数手
all,0.4,50,60,65.0,1,fear,10000.0,9198.899999999998,-801.1000000000022,-0.08011000000000024,-0.014911744761445744,8,7,0.5714285714285714,0.012237173098733083,1,40.69999999999709,9158.2,2026-07-31,万三，单边最低5元；100股整数手
validation_plus_shadow,0.4,50,60,65.0,1,fear,10000.0,9675.5,-324.5,-0.03244999999999998,-0.02095299668566164,4,3,1.0,0.03213292081082383,1,75.69999999999891,9599.800000000001,2026-07-31,万三，单边最低5元；100股整数手
all,0.4,50,60,70.0,1,fear,10000.0,10483.900000000001,483.90000000000146,0.048390000000000155,0.008538775074075966,8,7,0.5714285714285714,0.03074577499506626,1,111.30000000000109,10372.6,2026-07-31,万三，单边最低5元；100股整数手
validation_plus_shadow,0.4,50,60,70.0,1,fear,10000.0,10262.5,262.5,0.026250000000000107,0.016772018421809864,4,3,1.0,0.053241386170558465,1,0.2999999999992724,10262.2,2026-07-31,万三，单边最低5元；100股整数手
all,0.4,50,60,75.0,1,fear,10000.0,10760.100000000004,760.100000000004,0.07601000000000036,0.013268599548924787,8,7,0.5714285714285714,0.03521851737860264,1,56.30000000000291,10703.800000000001,2026-07-31,万三，单边最低5元；100股整数手
validation_plus_shadow,0.4,50,60,75.0,1,fear,10000.0,10621.800000000001,621.8000000000011,0.062180000000000124,0.03948202271007717,4,3,1.0,0.0659311681033523,1,28.399999999999636,10593.400000000001,2026-07-31,万三，单边最低5元；100股整数手
all,0.4,50,90,65.0,1,fear,10000.0,9198.899999999998,-801.1000000000022,-0.08011000000000024,-0.014911744761445744,8,7,0.5714285714285714,0.012237173098733083,1,40.69999999999709,9158.2,2026-07-31,万三，单边最低5元；100股整数手
validation_plus_shadow,0.4,50,90,65.0,1,fear,10000.0,9675.5,-324.5,-0.03244999999999998,-0.02095299668566164,4,3,1.0,0.03213292081082383,1,75.69999999999891,9599.800000000001,2026-07-31,万三，单边最低5元；100股整数手
all,0.4,50,90,70.0,1,fear,10000.0,12934.099999999999,2934.0999999999985,0.29340999999999995,0.04737996512849363,7,7,0.5714285714285714,0.04408566212490456,0,12934.099999999999,0.0,2026-07-31,万三，单边最低5元；100股整数手
validation_plus_shadow,0.4,50,90,70.0,1,fear,10000.0,12907.699999999999,2907.699999999999,0.29077,0.17802801595964945,3,3,1.0,0.09173491666963425,0,12907.699999999999,0.0,2026-07-31,万三，单边最低5元；100股整数手
all,0.4,50,90,75.0,1,fear,10000.0,12962.199999999997,2962.199999999997,0.2962199999999997,0.047789020415847094,7,7,0.42857142857142855,0.04499697432596448,0,12962.199999999997,0.0,2026-07-31,万三，单边最低5元；100股整数手
validation_plus_shadow,0.4,50,90,75.0,1,fear,10000.0,13032.399999999998,3032.399999999998,0.30323999999999973,0.18532095505577417,3,3,0.6666666666666666,0.09611386421830019,0,13032.399999999998,0.0,2026-07-31,万三，单边最低5元；100股整数手
