line,symbol,name,signal_date,entry_date,exit_date,ret,cash_before,cash_after,rank_score,score_detail,variant,window,combo
C,512660,军工ETF,2023-12-20,2023-12-21,2024-02-26,-0.0665938864628821,8996.362541528006,8397.259795858565,1.0,hit=5/5;selected_score=0.6693244330852537,fixed_high_score,2021_2026,C+D
D,560080,中药ETF,2024-07-08,2024-07-09,2024-11-21,0.114481409001957,8397.259795858565,9358.58992904394,76.43290766599037,fear_weighted=63.4732;symbol_fear=89.3926,fixed_high_score,2021_2026,C+D
D,512950,央企改革ETF,2024-11-22,2024-11-25,2025-02-20,0.0045351473922903,9358.58992904394,9401.032513756158,75.84986772486772,fear_weighted=71.5079;symbol_fear=80.1918,fixed_high_score,2021_2026,C+D
D,159811,5G50ETF,2025-04-07,2025-04-08,2025-05-09,0.1241706161137441,9401.032513756158,10568.3645130946,96.4625850340136,fear_weighted=95.3061;symbol_fear=97.619,fixed_high_score,2021_2026,C+D
D,159565,汽车零部件ETF,2025-10-17,2025-10-20,2025-11-11,-0.0085470085470085,10568.3645130946,10478.036611273279,75.69205027818418,fear_weighted=70.6841;symbol_fear=80.7,fixed_high_score,2021_2026,C+D
C,159611,电力ETF,2025-11-20,2025-11-21,2026-01-20,0.0313111545988258,10478.036611273279,10806.116035501014,1.0,hit=4/4;selected_score=0.874448383058415,fixed_high_score,2021_2026,C+D
D,510880,红利ETF,2026-02-02,2026-02-03,2026-06-24,-0.0009832841691249,10806.116035501014,10795.49055267358,89.73450491307634,fear_weighted=82.0484;symbol_fear=97.4206,fixed_high_score,2021_2026,C+D
D,159996,家电ETF,2021-01-28,2021-01-29,2021-06-18,0.0007173601147776,10000.0,10007.173601147777,82.77606982964127,fear_weighted=70.3893;symbol_fear=95.1629,fixed_high_score,2021_2026,S+D
D,159996,家电ETF,2021-07-27,2021-07-28,2021-12-06,-0.0176423416198877,10007.173601147777,9830.623625826807,81.87425712593452,fear_weighted=71.096;symbol_fear=92.6525,fixed_high_score,2021_2026,S+D
D,159825,农业ETF,2022-01-25,2022-01-26,2022-06-16,0.0357894736842105,9830.623625826807,10182.456471382715,83.39872324998764,fear_weighted=78.39;symbol_fear=88.4074,fixed_high_score,2021_2026,S+D
D,159887,银行ETF,2022-08-02,2022-08-03,2022-12-15,0.0332541567695963,10182.456471382715,10521.065475181666,76.47856584770037,fear_weighted=75.7974;symbol_fear=77.1597,fixed_high_score,2021_2026,S+D
S,159851,金融科技ETF,2023-02-06,2023-02-07,2023-02-21,-0.0206896551724138,10521.065475181666,10303.388258453768,0.9125925925925926,"{""score"": 0.9125925925925926, ""momentum"": 0.1938144329896907, ""mom20"": 0.1938144329896907, ""mom60"": 0.16265060240963858, ""mom120"": 0.24784482758620685, ""vol20"": 0.2146168803943361, ""amount20"": 14513167.8, ""history_days"": 456, ""accel"": 1.0}",fixed_high_score,2021_2026,S+D
S,512980,传媒ETF,2023-03-21,2023-03-22,2023-04-06,0.0874524714828897,10303.388258453768,11204.445026303336,0.9106666666666668,"{""score"": 0.9106666666666667, ""momentum"": 0.10374639769452454, ""mom20"": 0.10374639769452454, ""mom60"": 0.31389365351629506, ""mom120"": 0.3851717902350813, ""vol20"": 0.3186259550508973, ""amount20"": 70434739.5, ""history_days"": 1253, ""accel"": 1.0}",fixed_high_score,2021_2026,S+D
S,512980,传媒ETF,2023-04-07,2023-04-10,2023-04-24,0.0782918149466191,11204.445026303336,12081.661362882245,0.9104761904761904,"{""score"": 0.9104761904761904, ""momentum"": 0.28612716763005785, ""mom20"": 0.28612716763005785, ""mom60"": 0.4082278481012658, ""mom120"": 0.698473282442748, ""vol20"": 0.40652883566561926, ""amount20"": 219210889.0, ""history_days"": 1265, ""accel"": 1.0}",fixed_high_score,2021_2026,S+D
D,159663,机床ETF,2023-04-25,2023-04-26,2023-06-19,0.1051524710830704,12081.661362882245,13352.07790997817,77.83374460895469,fear_weighted=58.3636;symbol_fear=97.3039,fixed_high_score,2021_2026,S+D
S,512980,传媒ETF,2023-06-20,2023-06-21,2023-07-07,-0.0945802337938362,13352.07790997817,12089.23525961892,0.9133333333333332,"{""score"": 0.9133333333333333, ""momentum"": 0.20877817319098457, ""mom20"": 0.20877817319098457, ""mom60"": 0.291508238276299, ""mom120"": 0.7814685314685315, ""vol20"": 0.32206814953900403, ""amount20"": 249602857.0, ""history_days"": 1314, ""accel"": 1.0}",fixed_high_score,2021_2026,S+D
S,162411,华宝油气LOF,2023-08-14,2023-08-15,2023-08-29,-0.0195360195360194,12089.23525961892,11853.05972341147,0.92125,"{""score"": 0.92125, ""momentum"": 0.15580736543909346, ""mom20"": 0.15580736543909346, ""mom60"": 0.2573189522342063, ""mom120"": 0.14767932489451474, ""vol20"": 0.24812758212963829, ""amount20"": 40031579.6375, ""history_days"": 2570, ""accel"": 1.0}",fixed_high_score,2021_2026,S+D
S,162411,华宝油气LOF,2023-09-05,2023-09-06,2023-09-20,-0.0418660287081338,11853.05972341147,11356.819184751901,0.92,"{""score"": 0.9199999999999999, ""momentum"": 0.06488549618320594, ""mom20"": 0.06488549618320594, ""mom60"": 0.20431654676259003, ""mom120"": 0.2008608321377332, ""vol20"": 0.2271056158654633, ""amount20"": 51841988.925, ""history_days"": 2586, ""accel"": 1.0}",fixed_high_score,2021_2026,S+D
S,501018,南方原油LOF,2023-09-21,2023-09-22,2023-10-16,-0.0160583941605839,11356.819184751901,11174.446905872674,0.9275,"{""score"": 0.9275, ""momentum"": 0.09674796747967473, ""mom20"": 0.09674796747967473, ""mom60"": 0.22413793103448265, ""mom120"": 0.25605214152700184, ""vol20"": 0.1982273714367672, ""amount20"": 6205941.975, ""history_days"": 1763, ""accel"": 1.0}",fixed_high_score,2021_2026,S+D
S,159992,创新药ETF,2023-10-19,2023-10-20,2023-11-03,0.0687116564417178,11174.446905872674,11942.261662595214,1.0,"{""score"": 1.0, ""momentum"": 0.05183312262958273, ""mom20"": 0.05183312262958273, ""mom60"": 0.01835985312117505, ""mom120"": -0.1306165099268548, ""vol20"": 0.2316805961188385, ""amount20"": 314789673.5, ""history_days"": 855, ""accel"": 1.0}",fixed_high_score,2021_2026,S+D
S,159930,能源ETF,2023-11-27,2023-11-28,2023-12-12,0.002421307506053,11942.261662595214,11971.177550398106,0.9228571428571428,"{""score"": 0.9228571428571428, ""momentum"": 0.043001686340641054, ""mom20"": 0.043001686340641054, ""mom60"": 0.058169375534645074, ""mom120"": 0.10151380231522711, ""vol20"": 0.14639789069029804, ""amount20"": 14303509.5, ""history_days"": 2476, ""accel"": 1.0}",fixed_high_score,2021_2026,S+D
S,518880,黄金ETF,2023-12-20,2023-12-21,2024-01-05,0.0128121606948967,11971.177550398106,12124.554200880948,0.912,"{""score"": 0.912, ""momentum"": 0.02333851967103806, ""mom20"": 0.02333851967103806, ""mom60"": 0.009870585654748742, ""mom120"": 0.058390804597701296, ""vol20"": 0.10328698528257764, ""amount20"": 604841969.9750001, ""history_days"": 2532, ""accel"": 1.0}",fixed_high_score,2021_2026,S+D
D,512720,计算机ETF,2024-01-08,2024-01-09,2024-03-12,0.1087216248506572,12124.554200880948,13442.755434190587,75.38973922902494,fear_weighted=61.2623;symbol_fear=89.5172,fixed_high_score,2021_2026,S+D
S,162411,华宝油气LOF,2024-03-26,2024-03-27,2024-04-12,0.0664251207729469,13442.755434190587,14335.692087427886,0.9130434782608696,"{""score"": 0.9130434782608696, ""momentum"": 0.10052219321148814, ""mom20"": 0.10052219321148814, ""mom60"": 0.09338521400778199, ""mom120"": 0.0711562897077509, ""vol20"": 0.13665563987748575, ""amount20"": 40295331.87500001, ""history_days"": 2718, ""accel"": 1.0}",fixed_high_score,2021_2026,S+D
S,159996,家电ETF,2024-04-30,2024-05-06,2024-05-20,-0.0221169036334912,14335.692087427886,14018.630967010842,0.9180645161290322,"{""score"": 0.9180645161290322, ""momentum"": 0.08201058201058209, ""mom20"": 0.08201058201058209, ""mom60"": 0.19590643274853803, ""mom120"": 0.13506012950971336, ""vol20"": 0.207568620620079, ""amount20"": 87471049.5, ""history_days"": 1002, ""accel"": 1.0}",fixed_high_score,2021_2026,S+D
S,161226,白银LOF,2024-05-30,2024-05-31,2024-06-17,-0.0609390609390608,14018.630967010842,13164.348760229965,0.9106666666666668,"{""score"": 0.9106666666666667, ""momentum"": 0.1461187214611872, ""mom20"": 0.1461187214611872, ""mom60"": 0.3530997304582211, ""mom120"": 0.28717948717948705, ""vol20"": 0.3805641592841736, ""amount20"": 41515106.60000001, ""history_days"": 2134, ""accel"": 1.0}",fixed_high_score,2021_2026,S+D
S,501018,南方原油LOF,2024-06-25,2024-06-26,2024-07-10,-0.0007616146230007,13164.348760229965,13154.322599711892,0.952,"{""score"": 0.952, ""momentum"": 0.028974158183242116, ""mom20"": 0.028974158183242116, ""mom60"": 0.020979020979021046, ""mom120"": 0.10420168067226898, ""vol20"": 0.14477246856386797, ""amount20"": 13986116.55, ""history_days"": 1942, ""accel"": 1.0}",fixed_high_score,2021_2026,S+D
D,159870,化工ETF,2024-07-23,2024-07-24,2024-12-06,0.1447619047619046,13154.322599711892,15058.567395098755,78.33805744520029,fear_weighted=65.2079;symbol_fear=91.4683,fixed_high_score,2021_2026,S+D
S,512980,传媒ETF,2024-12-09,2024-12-10,2024-12-24,-0.0655926352128882,15058.567395098755,14070.836277123351,0.91,"{""score"": 0.91, ""momentum"": 0.05797101449275366, ""mom20"": 0.05797101449275366, ""mom60"": 0.48223350253807107, ""mom120"": 0.349768875192604, ""vol20"": 0.4234067774291791, ""amount20"": 179612901.5, ""history_days"": 1670, ""accel"": 1.0}",fixed_high_score,2021_2026,S+D
D,512880,证券ETF,2025-01-02,2025-01-03,2025-02-20,0.0399628252788102,14070.836277123351,14633.146648792777,83.44576719576719,fear_weighted=75.6878;symbol_fear=91.2037,fixed_high_score,2021_2026,S+D
S,518880,黄金ETF,2025-03-31,2025-04-01,2025-04-16,0.0633503401360544,14633.146648792777,15560.161466254565,0.9476923076923076,"{""score"": 0.9476923076923077, ""momentum"": 0.08696326150984346, ""mom20"": 0.08696326150984346, ""mom60"": 0.18047138047138023, ""mom120"": 0.21926621457137885, ""vol20"": 0.10086165025769309, ""amount20"": 1488937491.9, ""history_days"": 2838, ""accel"": 1.0}",fixed_high_score,2021_2026,S+D
S,518880,黄金ETF,2025-04-16,2025-04-17,2025-05-06,0.0062128222075346,15560.161466254565,15656.833982964936,0.9444444444444444,"{""score"": 0.9444444444444444, ""momentum"": 0.11535602794707889, ""mom20"": 0.11535602794707889, ""mom60"": 0.22598039215686283, ""mom120"": 0.26206896551724124, ""vol20"": 0.18679555060689063, ""amount20"": 3691486153.8250003, ""history_days"": 2849, ""accel"": 1.0}",fixed_high_score,2021_2026,S+D
S,518880,黄金ETF,2025-05-06,2025-05-07,2025-05-21,-0.0302437752574632,15656.833982964936,15183.31221474073,0.932,"{""score"": 0.932, ""momentum"": 0.08294209702660416, ""mom20"": 0.08294209702660416, ""mom60"": 0.1821711445876688, ""mom120"": 0.26739926739926734, ""vol20"": 0.3275146595644789, ""amount20"": 5912329916.65, ""history_days"": 2860, ""accel"": 1.0}",fixed_high_score,2021_2026,S+D
S,159887,银行ETF,2025-06-24,2025-06-25,2025-07-09,0.026074700493305,15183.31221474073,15579.212533236436,0.9214814814814816,"{""score"": 0.9214814814814816, ""momentum"": 0.07916986933128367, ""mom20"": 0.07916986933128367, ""mom60"": 0.11783439490445846, ""mom120"": 0.20722269991401543, ""vol20"": 0.0973295976171105, ""amount20"": 67697295.0, ""history_days"": 993, ""accel"": 1.0}",fixed_high_score,2021_2026,S+D
S,159992,创新药ETF,2025-07-30,2025-07-31,2025-08-14,0.0043336944745395,15579.212533236436,15646.7280805094,0.912972972972973,"{""score"": 0.912972972972973, ""momentum"": 0.17211055276381915, ""mom20"": 0.17211055276381915, ""mom60"": 0.26251691474966177, ""mom120"": 0.3720588235294118, ""vol20"": 0.21201367734509197, ""amount20"": 452425357.5, ""history_days"": 1287, ""accel"": 1.0}",fixed_high_score,2021_2026,S+D
S,159811,5G50ETF,2025-08-22,2025-08-25,2025-09-08,0.0138518913159297,15646.7280805094,15863.464857330522,0.910625,"{""score"": 0.910625, ""momentum"": 0.2503486750348676, ""mom20"": 0.2503486750348676, ""mom60"": 0.5182049110922946, ""mom120"": 0.37079510703363905, ""vol20"": 0.2976775252157679, ""amount20"": 4843091.0, ""history_days"": 1296, ""accel"": 1.0}",fixed_high_score,2021_2026,S+D
D,159565,汽车零部件ETF,2025-10-17,2025-10-20,2025-11-11,-0.0085470085470085,15863.464857330522,15727.87968760975,75.69205027818418,fear_weighted=70.6841;symbol_fear=80.7,fixed_high_score,2021_2026,S+D
D,159811,5G50ETF,2025-11-21,2025-11-24,2025-12-23,0.1777893639207508,15727.87968760975,18524.129413091985,80.72704081632654,fear_weighted=72.003;symbol_fear=89.4511,fixed_high_score,2021_2026,S+D
S,512400,有色金属ETF,2026-01-26,2026-01-27,2026-02-10,-0.081974069427018,18524.129413091985,17005.631142508115,0.913939393939394,"{""score"": 0.9139393939393939, ""momentum"": 0.30698429886302114, ""mom20"": 0.30698429886302114, ""mom60"": 0.3531390134529149, ""mom120"": 0.8992918961447682, ""vol20"": 0.3252292167408854, ""amount20"": 2109170756.5, ""history_days"": 2039, ""accel"": 1.0}",fixed_high_score,2021_2026,S+D
D,512980,传媒ETF,2026-03-03,2026-03-04,2026-07-15,-0.2280037842951749,17005.631142508115,13128.282887688387,76.70256991685564,fear_weighted=67.6909;symbol_fear=85.7143,fixed_high_score,2021_2026,S+D
S,162411,华宝油气LOF,2026-07-23,2026-07-24,2026-08-07,-0.0632368703108253,13128.282887688387,12298.09136531581,0.9133333333333332,"{""score"": 0.9133333333333333, ""momentum"": 0.1914357682619645, ""mom20"": 0.1914357682619645, ""mom60"": 0.05462653288740227, ""mom120"": 0.3138888888888889, ""vol20"": 0.32529126369974765, ""amount20"": 104242641.45, ""history_days"": 3281, ""accel"": 1.0}",fixed_high_score,2021_2026,S+D
D,159996,家电ETF,2021-01-28,2021-01-29,2021-06-18,0.0007173601147776,10000.0,10007.173601147777,82.77606982964127,fear_weighted=70.3893;symbol_fear=95.1629,fixed_high_score,2021_2026,C+S+D
D,159996,家电ETF,2021-07-27,2021-07-28,2021-12-06,-0.0176423416198877,10007.173601147777,9830.623625826807,81.87425712593452,fear_weighted=71.096;symbol_fear=92.6525,fixed_high_score,2021_2026,C+S+D
C,512660,军工ETF,2022-01-10,2022-01-11,2022-03-15,-0.139751552795031,9830.623625826807,8456.778709173992,1.0,hit=5/5;selected_score=0.5492349920969236,fixed_high_score,2021_2026,C+S+D
D,159766,旅游ETF,2022-03-15,2022-03-16,2022-07-28,0.0735294117647058,8456.778709173992,9078.600673083844,96.859410430839,fear_weighted=94.2744;symbol_fear=99.4444,fixed_high_score,2021_2026,C+S+D
D,159887,银行ETF,2022-08-02,2022-08-03,2022-12-15,0.0332541567695963,9078.600673083844,9380.501883115136,76.47856584770037,fear_weighted=75.7974;symbol_fear=77.1597,fixed_high_score,2021_2026,C+S+D
C,516970,基建ETF,2022-12-29,2022-12-30,2023-03-06,0.1396438612933459,9380.501883115136,10690.431386942835,1.0,hit=5/5;selected_score=0.5492349920969236,fixed_high_score,2021_2026,C+S+D
S,512980,传媒ETF,2023-03-21,2023-03-22,2023-04-06,0.0874524714828897,10690.431386942835,11625.336032949243,0.9106666666666668,"{""score"": 0.9106666666666667, ""momentum"": 0.10374639769452454, ""mom20"": 0.10374639769452454, ""mom60"": 0.31389365351629506, ""mom120"": 0.3851717902350813, ""vol20"": 0.3186259550508973, ""amount20"": 70434739.5, ""history_days"": 1253, ""accel"": 1.0}",fixed_high_score,2021_2026,C+S+D
C,515790,光伏ETF,2023-04-06,2023-04-07,2023-06-07,-0.1507159005275056,11625.336032949243,9873.213043808439,1.0,hit=4/4;selected_score=0.3858103633572226,fixed_high_score,2021_2026,C+S+D
C,515790,光伏ETF,2023-06-07,2023-06-08,2023-08-07,0.037201062887511,9873.213043808439,10240.50706315295,1.0,hit=4/4;selected_score=0.3858103633572226,fixed_high_score,2021_2026,C+S+D
C,159611,电力ETF,2023-08-11,2023-08-14,2023-10-17,-0.0435729847494553,10240.50706315295,9794.297605063499,1.0,hit=4/4;selected_score=0.7811455278137529,fixed_high_score,2021_2026,C+S+D
C,512950,央企改革ETF,2023-10-19,2023-10-20,2023-12-15,-0.0193929173693084,9794.297605063499,9604.357600918087,1.0,hit=5/5;selected_score=0.6693244330852537,fixed_high_score,2021_2026,C+S+D
C,512660,军工ETF,2023-12-20,2023-12-21,2024-02-26,-0.0665938864628821,9604.357600918087,8964.76610129363,1.0,hit=5/5;selected_score=0.6693244330852537,fixed_high_score,2021_2026,C+S+D
S,159930,能源ETF,2024-02-26,2024-02-27,2024-03-12,-0.0184931506849314,8964.76610129363,8798.97933092724,0.92,"{""score"": 0.92, ""momentum"": 0.15726767275615594, ""mom20"": 0.15726767275615594, ""mom60"": 0.1923076923076923, ""mom120"": 0.23474576271186454, ""vol20"": 0.3455721713227992, ""amount20"": 23803262.0, ""history_days"": 2534, ""accel"": 1.0}",fixed_high_score,2021_2026,C+S+D
S,162411,华宝油气LOF,2024-03-26,2024-03-27,2024-04-12,0.0664251207729469,8798.97933092724,9383.452595662746,0.9130434782608696,"{""score"": 0.9130434782608696, ""momentum"": 0.10052219321148814, ""mom20"": 0.10052219321148814, ""mom60"": 0.09338521400778199, ""mom120"": 0.0711562897077509, ""vol20"": 0.13665563987748575, ""amount20"": 40295331.87500001, ""history_days"": 2718, ""accel"": 1.0}",fixed_high_score,2021_2026,C+S+D
S,159996,家电ETF,2024-04-30,2024-05-06,2024-05-20,-0.0221169036334912,9383.452595662746,9175.91967885504,0.9180645161290322,"{""score"": 0.9180645161290322, ""momentum"": 0.08201058201058209, ""mom20"": 0.08201058201058209, ""mom60"": 0.19590643274853803, ""mom120"": 0.13506012950971336, ""vol20"": 0.207568620620079, ""amount20"": 87471049.5, ""history_days"": 1002, ""accel"": 1.0}",fixed_high_score,2021_2026,C+S+D
S,161226,白银LOF,2024-05-30,2024-05-31,2024-06-17,-0.0609390609390608,9175.91967885504,8616.747750373366,0.9106666666666668,"{""score"": 0.9106666666666667, ""momentum"": 0.1461187214611872, ""mom20"": 0.1461187214611872, ""mom60"": 0.3530997304582211, ""mom120"": 0.28717948717948705, ""vol20"": 0.3805641592841736, ""amount20"": 41515106.60000001, ""history_days"": 2134, ""accel"": 1.0}",fixed_high_score,2021_2026,C+S+D
S,501018,南方原油LOF,2024-06-25,2024-06-26,2024-07-10,-0.0007616146230007,8616.747750373366,8610.185109283973,0.952,"{""score"": 0.952, ""momentum"": 0.028974158183242116, ""mom20"": 0.028974158183242116, ""mom60"": 0.020979020979021046, ""mom120"": 0.10420168067226898, ""vol20"": 0.14477246856386797, ""amount20"": 13986116.55, ""history_days"": 1942, ""accel"": 1.0}",fixed_high_score,2021_2026,C+S+D
D,159870,化工ETF,2024-07-23,2024-07-24,2024-12-06,0.1447619047619046,8610.185109283973,9856.611906056509,78.33805744520029,fear_weighted=65.2079;symbol_fear=91.4683,fixed_high_score,2021_2026,C+S+D
S,512980,传媒ETF,2024-12-09,2024-12-10,2024-12-24,-0.0655926352128882,9856.611906056509,9210.090756867534,0.91,"{""score"": 0.91, ""momentum"": 0.05797101449275366, ""mom20"": 0.05797101449275366, ""mom60"": 0.48223350253807107, ""mom120"": 0.349768875192604, ""vol20"": 0.4234067774291791, ""amount20"": 179612901.5, ""history_days"": 1670, ""accel"": 1.0}",fixed_high_score,2021_2026,C+S+D
D,512880,证券ETF,2025-01-02,2025-01-03,2025-02-20,0.0399628252788102,9210.090756867534,9578.152004586216,83.44576719576719,fear_weighted=75.6878;symbol_fear=91.2037,fixed_high_score,2021_2026,C+S+D
S,518880,黄金ETF,2025-03-31,2025-04-01,2025-04-16,0.0633503401360544,9578.152004586216,10184.931191951584,0.9476923076923076,"{""score"": 0.9476923076923077, ""momentum"": 0.08696326150984346, ""mom20"": 0.08696326150984346, ""mom60"": 0.18047138047138023, ""mom120"": 0.21926621457137885, ""vol20"": 0.10086165025769309, ""amount20"": 1488937491.9, ""history_days"": 2838, ""accel"": 1.0}",fixed_high_score,2021_2026,C+S+D
S,518880,黄金ETF,2025-04-16,2025-04-17,2025-05-06,0.0062128222075346,10184.931191951584,10248.208358643153,0.9444444444444444,"{""score"": 0.9444444444444444, ""momentum"": 0.11535602794707889, ""mom20"": 0.11535602794707889, ""mom60"": 0.22598039215686283, ""mom120"": 0.26206896551724124, ""vol20"": 0.18679555060689063, ""amount20"": 3691486153.8250003, ""history_days"": 2849, ""accel"": 1.0}",fixed_high_score,2021_2026,C+S+D
S,518880,黄金ETF,2025-05-06,2025-05-07,2025-05-21,-0.0302437752574632,10248.208358643153,9938.263848252693,0.932,"{""score"": 0.932, ""momentum"": 0.08294209702660416, ""mom20"": 0.08294209702660416, ""mom60"": 0.1821711445876688, ""mom120"": 0.26739926739926734, ""vol20"": 0.3275146595644789, ""amount20"": 5912329916.65, ""history_days"": 2860, ""accel"": 1.0}",fixed_high_score,2021_2026,C+S+D
S,159887,银行ETF,2025-06-24,2025-06-25,2025-07-09,0.026074700493305,9938.263848252693,10197.401101519323,0.9214814814814816,"{""score"": 0.9214814814814816, ""momentum"": 0.07916986933128367, ""mom20"": 0.07916986933128367, ""mom60"": 0.11783439490445846, ""mom120"": 0.20722269991401543, ""vol20"": 0.0973295976171105, ""amount20"": 67697295.0, ""history_days"": 993, ""accel"": 1.0}",fixed_high_score,2021_2026,C+S+D
S,159992,创新药ETF,2025-07-30,2025-07-31,2025-08-14,0.0043336944745395,10197.401101519323,10241.593522327641,0.912972972972973,"{""score"": 0.912972972972973, ""momentum"": 0.17211055276381915, ""mom20"": 0.17211055276381915, ""mom60"": 0.26251691474966177, ""mom120"": 0.3720588235294118, ""vol20"": 0.21201367734509197, ""amount20"": 452425357.5, ""history_days"": 1287, ""accel"": 1.0}",fixed_high_score,2021_2026,C+S+D
S,159811,5G50ETF,2025-08-22,2025-08-25,2025-09-08,0.0138518913159297,10241.593522327641,10383.458962700854,0.910625,"{""score"": 0.910625, ""momentum"": 0.2503486750348676, ""mom20"": 0.2503486750348676, ""mom60"": 0.5182049110922946, ""mom120"": 0.37079510703363905, ""vol20"": 0.2976775252157679, ""amount20"": 4843091.0, ""history_days"": 1296, ""accel"": 1.0}",fixed_high_score,2021_2026,C+S+D
D,159565,汽车零部件ETF,2025-10-17,2025-10-20,2025-11-11,-0.0085470085470085,10383.458962700854,10294.711450199136,75.69205027818418,fear_weighted=70.6841;symbol_fear=80.7,fixed_high_score,2021_2026,C+S+D
C,159611,电力ETF,2025-11-20,2025-11-21,2026-01-20,0.0313111545988258,10294.711450199136,10617.050751966624,1.0,hit=4/4;selected_score=0.874448383058415,fixed_high_score,2021_2026,C+S+D
S,512400,有色金属ETF,2026-01-26,2026-01-27,2026-02-10,-0.081974069427018,10617.050751966624,9746.727896514738,0.913939393939394,"{""score"": 0.9139393939393939, ""momentum"": 0.30698429886302114, ""mom20"": 0.30698429886302114, ""mom60"": 0.3531390134529149, ""mom120"": 0.8992918961447682, ""vol20"": 0.3252292167408854, ""amount20"": 2109170756.5, ""history_days"": 2039, ""accel"": 1.0}",fixed_high_score,2021_2026,C+S+D
D,512980,传媒ETF,2026-03-03,2026-03-04,2026-07-15,-0.2280037842951749,9746.727896514738,7524.437051614028,76.70256991685564,fear_weighted=67.6909;symbol_fear=85.7143,fixed_high_score,2021_2026,C+S+D
S,162411,华宝油气LOF,2026-07-23,2026-07-24,2026-08-07,-0.0632368703108253,7524.437051614028,7048.615201619144,0.9133333333333332,"{""score"": 0.9133333333333333, ""momentum"": 0.1914357682619645, ""mom20"": 0.1914357682619645, ""mom60"": 0.05462653288740227, ""mom120"": 0.3138888888888889, ""vol20"": 0.32529126369974765, ""amount20"": 104242641.45, ""history_days"": 3281, ""accel"": 1.0}",fixed_high_score,2021_2026,C+S+D
C,515170,食品饮料ETF,2024-08-12,2024-08-13,2024-10-17,0.0680529300567105,10000.0,10680.529300567105,1.0,hit=5/5;selected_score=5.418702806095758,fixed_high_score,past_2y,C
C,512400,有色金属ETF,2024-12-19,2024-12-20,2025-02-25,0.0180180180180178,10680.529300567105,10872.97126994669,1.0,hit=4/4;selected_score=0.8348871811583229,fixed_high_score,past_2y,C
C,512400,有色金属ETF,2025-04-07,2025-04-08,2025-06-09,0.1259105098855359,10872.97126994669,12241.992626516463,1.0,hit=4/4;selected_score=0.874448383058415,fixed_high_score,past_2y,C
C,159611,电力ETF,2025-11-20,2025-11-21,2026-01-20,0.0313111545988258,12241.992626516463,12625.303550243007,1.0,hit=4/4;selected_score=0.874448383058415,fixed_high_score,past_2y,C
C,512660,军工ETF,2026-03-13,2026-03-16,2026-05-15,-0.0212014134275618,12625.303550243007,12357.629270025842,1.0,hit=5/5;selected_score=0.6686964927681998,fixed_high_score,past_2y,C
C,512660,军工ETF,2026-06-01,2026-06-02,2026-07-29,-0.1365430149960536,12357.629270025842,10670.281311293033,1.0,hit=5/5;selected_score=0.6686964927681998,fixed_high_score,past_2y,C
S,511260,十年国债ETF,2024-08-14,2024-08-15,2024-08-29,0.0014860376039034,10000.0,10014.860376039034,0.95,"{""score"": 0.95, ""momentum"": 0.00698518246191715, ""mom20"": 0.00698518246191715, ""mom60"": 0.020888363123693354, ""mom120"": 0.03380485083199303, ""vol20"": 0.04059023387054534, ""amount20"": 355044457.4125, ""history_days"": 1693, ""accel"": 1.0}",fixed_high_score,past_2y,S
S,164701,贵金属LOF,2024-08-29,2024-08-30,2024-09-13,0.0167597765363127,10014.860376039034,10182.707197983822,0.9533333333333334,"{""score"": 0.9533333333333334, ""momentum"": 0.025592417061611528, ""mom20"": 0.025592417061611528, ""mom60"": 0.06916996047430835, ""mom120"": 0.18510405257393203, ""vol20"": 0.14940452693808634, ""amount20"": 2722795.125, ""history_days"": 2956, ""accel"": 1.0}",fixed_high_score,past_2y,S
S,518880,黄金ETF,2024-09-13,2024-09-18,2024-10-09,0.00552683187734,10182.707197983822,10238.985308723259,0.9333333333333332,"{""score"": 0.9333333333333333, ""momentum"": 0.02897487621492756, ""mom20"": 0.02897487621492756, ""mom60"": 0.04371279761904745, ""mom120"": 0.127159501807955, ""vol20"": 0.09220381323260864, ""amount20"": 838216636.2375002, ""history_days"": 2711, ""accel"": 1.0}",fixed_high_score,past_2y,S
S,159996,家电ETF,2024-10-11,2024-10-14,2024-10-28,0.0554699537750384,10238.985308723259,10806.941350501436,0.9133333333333332,"{""score"": 0.9133333333333333, ""momentum"": 0.18173345759552673, ""mom20"": 0.18173345759552673, ""mom60"": 0.18173345759552673, ""mom120"": 0.1362007168458781, ""vol20"": 0.5282063974919455, ""amount20"": 131843021.0, ""history_days"": 1109, ""accel"": 1.0}",fixed_high_score,past_2y,S
S,512880,证券ETF,2024-11-04,2024-11-05,2024-11-19,-0.0316205533596836,10806.941350501436,10465.219884872935,0.916923076923077,"{""score"": 0.916923076923077, ""momentum"": 0.08220415537488712, ""mom20"": 0.08220415537488712, ""mom60"": 0.43473053892215563, ""mom120"": 0.38979118329466345, ""vol20"": 0.5653178929608424, ""amount20"": 2199027207.0, ""history_days"": 2000, ""accel"": 1.0}",fixed_high_score,past_2y,S
S,512980,传媒ETF,2024-12-05,2024-12-06,2024-12-20,-0.0339366515837104,10465.219884872935,10110.065363893083,0.9142857142857144,"{""score"": 0.9142857142857143, ""momentum"": 0.06973848069738464, ""mom20"": 0.06973848069738464, ""mom60"": 0.486159169550173, ""mom120"": 0.34009360374414976, ""vol20"": 0.440207094083776, ""amount20"": 179612901.5, ""history_days"": 1668, ""accel"": 1.0}",fixed_high_score,past_2y,S
